"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_AA6313AA","ETEC_27-1_V","traces-0QGIgis;7GeneMLST;ND;;NA;Legacy","","Human","Human",2011,NA,NA,NA,"Europe","Russia","","","Cherepovets",NA,NA,NA,"SRCAMB","","O25","",NA,"Pathogen","ETEC","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA6313AA",NA,3697,"","",NA,66,11,4,8,298,78,2
"ESC_AA6325AA","Ef-6","traces-0YgFaaG;7GeneMLST;ND;;NA;Legacy","","Human","Human",2012,NA,NA,NA,"East Asia","Russia","","","Vladivostok",NA,NA,NA,"SCRAMB, Dep. Mol. Microbiol.","","O142","",NA,"Pathogen","ESBL CTX-M-15","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA6325AA",NA,3707,"","",NA,6,19,15,16,9,5,44
"ESC_AA6326AA","ETEC_73-7_V","traces-0lgvhCL;7GeneMLST;ND;;NA;Legacy","","Human","Human",2011,NA,NA,NA,"Europe","Russia","","","Cherepovets",NA,NA,NA,"SCRAMB, Dep. Mol. Microbiol.","","O25","",NA,"Pathogen","ETEC","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA6326AA",NA,3708,"","",NA,232,459,4,39,8,27,2
"ESC_AA6327AA","ETEC_73-10_V","traces-0aJzaWQ;7GeneMLST;ND;;NA;Legacy","","Human","Human",2011,NA,NA,NA,"Europe","Russia","","","Cherepovets",NA,NA,NA,"SCRAMB, Dep. Mol. Microbiol.","","O26","",NA,"Pathogen","ETEC","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA6327AA",NA,3709,"","",NA,56,11,4,299,8,78,2
"ESC_AA6328AA","ETEC_118-5_V","traces-0cEMleG;7GeneMLST;ND;;NA;Legacy","","Human","Human",2011,NA,NA,NA,"Europe","Russia","","","Cherepovets",NA,NA,NA,"SCRAMB, Dep. Mol. Microbiol.","","O6","",NA,"Pathogen","ETEC","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA6328AA",NA,3710,"","",NA,232,68,347,223,8,8,6
"ESC_AA6373AA","ETEC_16-8_V","traces-0BmvjkM;7GeneMLST;ND;;NA;Legacy","","Human","Human",2011,NA,NA,NA,"Europe","Russia","","","Cherepovets",NA,NA,NA,"SRCAMB","","O25","",NA,"Pathogen","ETEC","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA6373AA",NA,3755,"","",NA,66,11,4,223,8,8,2
"ESC_AA6374AA","ETEC_26-15_V","traces-0xurmaH;7GeneMLST;ND;;NA;Legacy","","Human","Human",2011,NA,NA,NA,"Europe","Russia","","","Cherepovets",NA,NA,NA,"SRCAMB","","","",NA,"Pathogen","ETEC","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA6374AA",NA,3756,"","",NA,127,24,4,299,8,8,2
"ESC_AA6375AA","ETEC_85-4_V","traces-0khZneU;7GeneMLST;ND;;NA;Legacy","","Human","Human",2011,NA,NA,NA,"Europe","Russia","","","Cherepovets",NA,NA,NA,"SRCAMB","","O26","",NA,"Pathogen","ETEC","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA6375AA",NA,3757,"","",NA,332,11,331,299,8,8,2
"ESC_AA7027AA","ETEC_85-17_V","traces-0UqbjSR;7GeneMLST;ND;;NA;Legacy","","Human","Human",2011,NA,NA,NA,"Europe","Russian Federation","","","Cherepovets",NA,NA,NA,"SRCAMB","","O115","O115",NA,"Pathogen","ETEC","Diarrhoea","",NA,NA,"Diarrhoea",NA,NA,"2015-08-26","2015-08-26","ESC_AA7027AA",NA,4509,"ST405 Cplx","",NA,232,37,29,25,4,5,73
"ESC_CA3778AA","AA092","ERR1010281;ILLUMINA;Paired;409;ERX1089305;NEW","","","",1987,NA,NA,NA,"Europe","Russia","","","",NA,NA,NA,"STATENS SERUM INSTITUT","Escherichia coli","","O16:H17",NA,"","","","","PRJEB10700","ERP011986","","SAMEA3529336","ERS836485","2015-11-04","2015-11-03","ESC_CA3778AA",NA,5773,"","",NA,8,11,57,8,8,8,20
"ESC_CA6223AA","IPSP 15-159","ERR1014526;ILLUMINA;Paired;138;ERX1093586;SRA","Human","Human","Human",NA,NA,NA,NA,"Europe","Russia  ","St. Petersburg","","St Petersburg",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage II; 1954-1958","PRJEB10304","ERP011535","","SAMEA3539382","ERS846531","2016-02-12","2016-02-12","ESC_CA6223AA",NA,260,"","ABD",NA,2,79,59,2,2,2,2
"ESC_CA6237AA","CRIE 2338","ERR1014512;ILLUMINA;Paired;138;ERX1093572;SRA","Human","Human","Human",1987,NA,NA,NA,"Europe","Russia  ","Samara Oblast","","Samara",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage IV","PRJEB10304","ERP011535","","SAMEA3539368","ERS846517","2016-02-12","2016-02-12","ESC_CA6237AA",NA,146,"","ABD",NA,2,1,59,2,2,2,2
"ESC_CA6239AA","CRIE 2458","ERR1014508;ILLUMINA;Paired;138;ERX1093568;SRA","Human","Human","Human",1987,NA,NA,NA,"Europe","Russia  ","Samara Oblast","","Samara",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage IV","PRJEB10304","ERP011535","","SAMEA3539365","ERS846514","2016-02-12","2016-02-12","ESC_CA6239AA",NA,146,"","ABD",NA,2,1,59,2,2,2,2
"ESC_CA6240AA","CRIE 1203","ERR1014507;ILLUMINA;Paired;138;ERX1093567;SRA","Human","Human","Human",1987,NA,NA,NA,"Europe","Russia  ","Ulyanovsk","","Ulyanovsk",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage IV","PRJEB10304","ERP011535","","SAMEA3539363","ERS846512","2016-02-12","2016-02-12","ESC_CA6240AA",NA,146,"","ABD",NA,2,1,59,2,2,2,2
"ESC_CA6241AA","CRIE 1180","ERR1014506;ILLUMINA;Paired;138;ERX1093566;SRA","Human","Human","Human",1985,NA,NA,NA,"Europe","Russia  ","Moscow","","Moscow",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage IV","PRJEB10304","ERP011535","","SAMEA3539362","ERS846511","2016-02-12","2016-02-12","ESC_CA6241AA",NA,146,"","ABD",NA,2,1,59,2,2,2,2
"ESC_CA6463AA","IPSP 15-158","ERR1013859;ILLUMINA;Paired;138;ERX1092919;SRA","Human","Human","Human",NA,NA,NA,NA,"Europe","Russia  ","St. Petersburg","","St Petersburg",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage II; 1954-1958","PRJEB10304","ERP011535","","SAMEA3535844","ERS842993","2016-02-12","2016-02-12","ESC_CA6463AA",NA,260,"","ABD",NA,2,79,59,2,2,2,2
"ESC_CA6464AA","IPSP 14-941","ERR1013858;ILLUMINA;Paired;138;ERX1092918;SRA","Human","Human","Human",1958,NA,NA,NA,"Europe","Russia  ","St. Petersburg","","St Petersburg",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage II","PRJEB10304","ERP011535","","SAMEA3535843","ERS842992","2016-02-12","2016-02-12","ESC_CA6464AA",NA,260,"","ABD",NA,2,79,59,2,2,2,2
"ESC_CA6465AA","IPSP 14-940","ERR1013857;ILLUMINA;Paired;138;ERX1092917;SRA","Human","Human","Human",1958,NA,NA,NA,"Europe","Russia  ","St. Petersburg","","St Petersburg",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage II","PRJEB10304","ERP011535","","SAMEA3535842","ERS842991","2016-02-12","2016-02-12","ESC_CA6465AA",NA,260,"","ABD",NA,2,79,59,2,2,2,2
"ESC_CA6466AA","IPSP 14-939","ERR1013856;ILLUMINA;Paired;138;ERX1092916;SRA","Human","Human","Human",1958,NA,NA,NA,"Europe","Russia  ","St. Petersburg","","St Petersburg",NA,NA,NA,"F.X.Weill, Institut Pasteur","Shigella dysenteriae","","Sd1",NA,"","","","Lineage II","PRJEB10304","ERP011535","","SAMEA3535841","ERS842990","2016-02-12","2016-02-12","ESC_CA6466AA",NA,260,"","ABD",NA,2,79,59,2,2,2,2
"ESC_CA8752AA","B-7613/NK_61-58","traces-0prVenc;7GeneMLST;ND;;NA;Legacy","","Faeces","Human",2013,NA,NA,NA,"Europe","Russian Federation","","","St. Petersburg",NA,NA,NA,"SRCAMB, Mol. Microbial Dep., Kartsev N.N.","","O157","O157:H7",NA,"Pathogen","STEC","HUS","",NA,NA,"HUS",NA,NA,"2016-03-30","2016-03-30","ESC_CA8752AA",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2
"ESC_CA8779AA","B-7614/NK_85-50","traces-0cTFvKh;7GeneMLST;ND;;NA;Legacy","","Faeces","Human",2013,NA,NA,NA,"Europe","Russian Federation","","","St. Petersburg",NA,NA,NA,"SRCAMB, Mol. Microbial Dep., Kartsev N.N.","","O101","O101:H33",NA,"Pathogen","STEC","Diarrhoea","",NA,NA,"Colitis",NA,NA,"2016-03-30","2016-03-30","ESC_CA8779AA",NA,330,"ST10 Cplx","",NA,10,11,4,1,8,63,2
"ESC_CA8780AA","B-7615/NK_13573","traces-0zYNMaW;7GeneMLST;ND;;NA;Legacy","","Milk","Raw milk",2013,NA,NA,NA,"Europe","Russian Federation","","","St. Petersburg",NA,NA,NA,"SRCAMB, Mol. Microbial Dep., Kartsev N.N.","","O101","O101:H33",NA,"Pathogen","STEC","Diarrhoea","",NA,NA,"Colitis",NA,NA,"2016-03-30","2016-03-30","ESC_CA8780AA",NA,330,"ST10 Cplx","",NA,10,11,4,1,8,63,2
"ESC_FA5679AA","test101","traces-0bqBGCn;ILLUMINA;Paired;;NA;Uploaded","","","",NA,NA,NA,NA,"Europe","Russia","Republic of Tyva","","Kyzyl",NA,51.7159332172603,94.4683168083429,"Martin Sergeant","","","",NA,"","","","","","","","","","2016-12-19","2017-06-23","ESC_FA5679AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GA8607AA","Escherichia coli M 17","traces-0skQqyd;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",NA,NA,NA,NA,"Europe","Russia","","","",NA,NA,NA,"Nizhny Novgorod Scientific and Research Institute of Epidemiology and Microbiology named after academician I.N. Blochina","Escherichia coli","O2","O2:H6",NA,"Non Pathogen","","","","","","None","","","2017-07-25","2017-08-25","ESC_GA8607AA",NA,141,"","B2",NA,13,52,10,14,17,25,17
"ESC_IA6791AA","Escherichia coli BM","traces-0nyuFAN;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",2018,3,15,NA,"Europe","Russia","Nizjnij Novgorod","","Nizhny Novgorod",NA,NA,NA,"Nizhny Novgorod Scientific and Research Institute of Epidemiology and Microbiology named after academician I.N. Blochina","Escherichia coli","O21","O21:H4",NA,"Non Pathogen","","","","","","None","","","2018-04-18","2018-05-19","ESC_IA6791AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_JA8459AA","","ERR2734398;ILLUMINA;Paired;450;ERX2747617;SRA","Human","Human","human gut; human gut; feces",2018,NA,NA,NA,"Europe","Russia","","","",NA,55,49,"KAZAN (VOLGA REGION) FEDERAL UNIVERSITY","Escherichia coli","","",NA,"","","","","PRJEB28182","ERP110358","","SAMEA4827173","ERS2647055","2018-08-15","2018-08-14","ESC_JA8459AA",NA,349,"ST349 Cplx","",NA,34,36,39,87,67,16,4
"ESC_JA8460AA","","ERR2734397;ILLUMINA;Paired;450;ERX2747616;SRA","Human","Human","human gut; human gut; feces",2018,NA,NA,NA,"Europe","Russia","","","",NA,55,49,"KAZAN (VOLGA REGION) FEDERAL UNIVERSITY","Escherichia coli","","",NA,"","","","","PRJEB28182","ERP110358","","SAMEA4827172","ERS2647054","2018-08-15","2018-08-14","ESC_JA8460AA",NA,685,"ST10 Cplx","A",NA,8,11,4,8,8,8,2
"ESC_JA8461AA","","ERR2734396;ILLUMINA;Paired;450;ERX2747615;SRA","Human","Human","human gut; human gut; feces",2018,NA,NA,NA,"Europe","Russia","","","",NA,55,49,"KAZAN (VOLGA REGION) FEDERAL UNIVERSITY","Escherichia coli","","",NA,"","","","","PRJEB28182","ERP110358","","SAMEA4827171","ERS2647053","2018-08-15","2018-08-14","ESC_JA8461AA",NA,536,"ST399 Cplx","",NA,6,107,1,95,69,8,20
"ESC_JA8462AA","","ERR2734395;ILLUMINA;Paired;450;ERX2747614;SRA","Human","Human","human gut; human gut; feces",2018,NA,NA,NA,"Europe","Russia","","","",NA,55,49,"KAZAN (VOLGA REGION) FEDERAL UNIVERSITY","Escherichia coli","","",NA,"","","","","PRJEB28182","ERP110358","","SAMEA4827170","ERS2647052","2018-08-15","2018-08-14","ESC_JA8462AA",NA,48,"ST10 Cplx","A",NA,6,11,4,8,8,8,2
"ESC_JA8463AA","","ERR2734394;ILLUMINA;Paired;450;ERX2747613;SRA","Human","Human","human gut; human gut; feces",2018,NA,NA,NA,"Europe","Russia","","","",NA,55,49,"KAZAN (VOLGA REGION) FEDERAL UNIVERSITY","Escherichia coli","","",NA,"","","","","PRJEB28182","ERP110358","","SAMEA4827169","ERS2647051","2018-08-15","2018-08-14","ESC_JA8463AA",NA,871,"","A",NA,64,7,1,8,8,8,6
"ESC_JA8464AA","","ERR2734393;ILLUMINA;Paired;450;ERX2747612;SRA","Human","Human","human gut; human gut; feces",2018,NA,NA,NA,"Europe","Russia","","","",NA,55,49,"KAZAN (VOLGA REGION) FEDERAL UNIVERSITY","Escherichia coli","","",NA,"","","","","PRJEB28182","ERP110358","","SAMEA4827168","ERS2647050","2018-08-15","2018-08-14","ESC_JA8464AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_JA8465AA","","ERR2734392;ILLUMINA;Paired;450;ERX2747611;SRA","Human","Human","human gut; human gut; feces",2018,NA,NA,NA,"Europe","Russia","","","",NA,55,49,"KAZAN (VOLGA REGION) FEDERAL UNIVERSITY","Escherichia coli","","",NA,"","","","","PRJEB28182","ERP110358","","SAMEA4827167","ERS2647049","2018-08-15","2018-08-14","ESC_JA8465AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_KA2823AA","","ERR2820116;ILLUMINA;Paired;450;ERX2826918;SRA","Human","Human","human-gut; human-gut; feces",2018,NA,NA,NA,"Europe","Russia","","","",NA,55,49,"KAZAN (VOLGA REGION) FEDERAL UNIVERSITY","Escherichia coli","","",NA,"","","","","PRJEB28182","ERP110358","","SAMEA4949652","ERS2768333","2018-10-10","2018-10-08","ESC_KA2823AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_MA3476AA","U26","traces-0NwyONL;ILLUMINA;Paired;;NA;Uploaded","Human","Human","urine",2016,12,26,NA,"Europe","Russia","","","Yaroslavl",NA,NA,NA,"SRCAMB","Escherichia coli","O4","",NA,"Pathogen","UPEC","","","","","UTI","","","2019-04-12","2019-04-12","ESC_MA3476AA",NA,9239,"ST446 Cplx","AxB1",NA,6,19,33,26,11,8,341
"ESC_NA1683AA","RUSPBB227","traces-0moLtqO;ILLUMINA;Paired;;NA;Uploaded","","","",2012,NA,NA,NA,"Europe","Russia","St.-Petersburg","","St Petersburg",NA,NA,NA,"St. Petersburg Hospital № 16, St. Petersburg","Escherichia coli","","",NA,"","","","Baltic ESBL Project","","","","","","2019-06-17","2019-06-17","ESC_NA1683AA",NA,9694,"","AxB1",NA,6,1375,57,1,8,8,2
"ESC_NA1684AA","RUSPBB50","traces-0JalgVW;ILLUMINA;Paired;;NA;Uploaded","","","",2012,NA,NA,NA,"Europe","Russia","St.-Petersburg","","St. Petersburg",NA,NA,NA,"St. Petersburg Hospital № 31, St. Petersburg","Escherichia coli","","",NA,"","","","Baltic ESBL Project","","","","","","2019-06-17","2019-06-17","ESC_NA1684AA",NA,9696,"","",NA,154,187,22,52,839,129,4
"ESC_NA9450AA","U19","traces-0ajCjBQ;ILLUMINA;Paired;;NA;Uploaded","Human","Human","urine",2016,12,29,NA,"Europe","Russia","Moscow Oblast","","Obolensk",142279,54.9765951371688,37.2276865183786,"SRCAMB","Escherichia coli","","",NA,"Pathogen","UPEC","chronic cystitis","","","","UTI","","","2019-09-03","2019-09-03","ESC_NA9450AA",NA,10102,"","B2",NA,13,44,9,22,579,30,34
"ESC_PA6039AA","NK2725","traces-0lBUelS;ILLUMINA;Paired;;NA;Uploaded","Human","Human","5 month old child",2015,9,15,NA,"Europe","Russia","Jaroslavl","","Yaroslavl",NA,57.6345096446759,39.8558041687786,"Kanashenko Maria, Kartsev Nikolay, The Antimicrobial Agents Laboratory, Department of Molecular Microbiology, SRCAMB, Obolensk, Russia","Escherichia coli","O111","O111:H8",NA,"Pathogen","EPEC","","","","","Diarrhoea","","","2019-12-24","2019-12-24","ESC_PA6039AA",NA,327,"","",NA,6,4,4,85,43,12,7
"ESC_PA9389AA","CRIE_Sson_10","SRR10907168;ILLUMINA;Paired;;SRX7575372;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876185","SRS6009984","2020-01-18","2020-01-17","ESC_PA9389AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9390AA","CRIE_Sson_9","SRR10907169;ILLUMINA;Paired;;SRX7575371;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876184","SRS6009983","2020-01-18","2020-01-17","ESC_PA9390AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9392AA","CRIE_Sson_7","SRR10907171;ILLUMINA;Paired;;SRX7575369;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876182","SRS6009981","2020-01-18","2020-01-17","ESC_PA9392AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9393AA","CRIE_Sson_52","SRR10907172;ILLUMINA;Paired;;SRX7575368;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876227","SRS6009980","2020-01-18","2020-01-17","ESC_PA9393AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9394AA","CRIE_Sson_51","SRR10907173;ILLUMINA;Paired;;SRX7575367;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876226","SRS6009979","2020-01-18","2020-01-17","ESC_PA9394AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9396AA","CRIE_Sson_50","SRR10907175;ILLUMINA;Paired;;SRX7575365;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876225","SRS6009977","2020-01-18","2020-01-17","ESC_PA9396AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9397AA","CRIE_Sson_49","SRR10907176;ILLUMINA;Paired;;SRX7575364;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876224","SRS6009976","2020-01-18","2020-01-17","ESC_PA9397AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9398AA","CRIE_Sson_48","SRR10907177;ILLUMINA;Paired;;SRX7575363;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876223","SRS6009975","2020-01-18","2020-01-17","ESC_PA9398AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9399AA","CRIE_Sson_47","SRR10907178;ILLUMINA;Paired;;SRX7575362;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876222","SRS6009974","2020-01-18","2020-01-17","ESC_PA9399AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9400AA","CRIE_Sson_46","SRR10907179;ILLUMINA;Paired;;SRX7575361;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876221","SRS6009973","2020-01-18","2020-01-17","ESC_PA9400AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9402AA","CRIE_Sson_44","SRR10907181;ILLUMINA;Paired;;SRX7575359;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876219","SRS6009971","2020-01-18","2020-01-17","ESC_PA9402AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_PA9403AA","CRIE_Sson_42","SRR10907183;ILLUMINA;Paired;;SRX7575357;SRA","","","",NA,NA,NA,NA,"Europe","Russia","","","",NA,60,100,"Central Research Institute of Epidemiology","Shigella sonnei","","",NA,"","","","","PRJNA599083","SRP242535","","SAMN13876217","SRS6009969","2020-01-18","2020-01-17","ESC_PA9403AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
