"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_FA5596AA","DTU2016_439_PRJ1050_Eschericha_coli_01_1780","ERR1759076;ILLUMINA;Paired;245;ERX1825590;SRA","","","",2014,NA,NA,NA,"Europe","Cyprus",NA,NA,NA,NA,35.1264,33.4299,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB18618","ERP020561",NA,"SAMEA26767168","ERS1473804","2016-12-16","2016-12-15","ESC_FA5596AA",NA,7072,"ST350 Cplx","",NA,661,960,83,28,1,1,2
"ESC_FA5597AA","DTU2016_438_PRJ1050_Eschericha_coli_01_1699","ERR1759075;ILLUMINA;Paired;249;ERX1825589;SRA","","","",2014,NA,NA,NA,"Europe","Cyprus",NA,NA,NA,NA,35.1264,33.4299,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB18618","ERP020561",NA,"SAMEA26766418","ERS1473803","2016-12-16","2016-12-15","ESC_FA5597AA",NA,155,"ST155 Cplx","B1",NA,6,4,14,16,24,8,14
"ESC_FA5598AA","DTU2016_437_PRJ1050_Eschericha_coli_01_1342","ERR1759074;ILLUMINA;Paired;249;ERX1825588;SRA","","","",2014,NA,NA,NA,"Europe","Cyprus",NA,NA,NA,NA,35.1264,33.4299,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB18618","ERP020561",NA,"SAMEA26765668","ERS1473802","2016-12-16","2016-12-15","ESC_FA5598AA",NA,602,"ST446 Cplx","",NA,6,19,33,26,11,8,6
"ESC_FA5599AA","DTU2016_436_PRJ1050_Eschericha_coli_01_1242","ERR1759073;ILLUMINA;Paired;235;ERX1825587;SRA","","","",2014,NA,NA,NA,"Europe","Cyprus",NA,NA,NA,NA,35.1264,33.4299,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB18618","ERP020561",NA,"SAMEA26764918","ERS1473801","2016-12-16","2016-12-15","ESC_FA5599AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_GA7572AA","818/EC/ESBL/1","ERR2019130;ILLUMINA;Paired;570;ERX2078382;SRA","Livestock","Bovine","Bos taurus; fresh meat",2015,NA,NA,NA,"Europe","Cyprus",NA,NA,NA,NA,35.126419,33.429865,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB21546","ERP023807",NA,"SAMEA104142849","ERS1801867","2017-06-30","2017-06-29","ESC_GA7572AA",NA,359,"ST101 Cplx","",NA,43,41,15,90,11,8,6
"ESC_GA7573AA","5780/EC/ESBL/1","ERR2019129;ILLUMINA;Paired;562;ERX2078381;SRA","Livestock","Swine","Sus scrofa domesticus; fresh meat",2015,NA,NA,NA,"Europe","Cyprus",NA,NA,NA,NA,35.126416,33.429862,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB21546","ERP023807",NA,"SAMEA104142848","ERS1801866","2017-06-30","2017-06-29","ESC_GA7573AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_GA7574AA","1144/EC/ESBL/2","ERR2019127;ILLUMINA;Paired;568;ERX2078379;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2015,NA,NA,NA,"Europe","Cyprus",NA,NA,NA,NA,35.126414,33.42986,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB21546","ERP023807",NA,"SAMEA104142846","ERS1801864","2017-06-30","2017-06-29","ESC_GA7574AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_GA7575AA","1067/EC/ESBL/4","ERR2019126;ILLUMINA;Paired;600;ERX2078378;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2015,NA,NA,NA,"Europe","Cyprus",NA,NA,NA,NA,35.126413,33.429859,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB21546","ERP023807",NA,"SAMEA104142845","ERS1801863","2017-06-30","2017-06-29","ESC_GA7575AA",NA,88,"ST23 Cplx","B1",NA,6,4,12,1,20,12,7
"ESC_CB2589AA","DTU_2020_1001712_1_SI_CYP_NIC_042","ERR10441653;ILLUMINA;Paired;;ERX9967181;SRA","Human","Human","Homo Sapiens; blood",2020,3,3,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504082","ERS13616444","2022-11-01","2022-11-01","ESC_CB2589AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_CB2590AA","DTU_2020_1001717_1_SI_CYP_NIC_047","ERR10441652;ILLUMINA;Paired;;ERX9967180;SRA","Human","Human","Homo Sapiens; swab (wound)",2020,3,2,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504079","ERS13616441","2022-11-01","2022-11-01","ESC_CB2590AA",NA,1193,"ST14 Cplx","",NA,14,14,10,200,17,7,10
"ESC_CB2591AA","DTU_2020_1001720_1_SI_CYP_NIC_050","ERR10441648;ILLUMINA;Paired;;ERX9967176;SRA","Human","Human","Homo Sapiens; swab (wound)",2020,3,2,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504080","ERS13616442","2022-11-01","2022-11-01","ESC_CB2591AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_CB2592AA","DTU_2020_1001727_1_SI_CYP_NIC_057","ERR10441643;ILLUMINA;Paired;;ERX9967171;SRA","Human","Human","Homo Sapiens; expectorate",2020,2,29,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504078","ERS13616440","2022-11-01","2022-11-01","ESC_CB2592AA",NA,12,"ST12 Cplx","B2",NA,13,13,9,13,16,10,9
"ESC_CB2593AA","DTU_2020_1001739_1_SI_CYP_NIC_069","ERR10441628;ILLUMINA;Paired;;ERX9967156;SRA","Human","Human","Homo Sapiens; blood",2020,2,28,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504077","ERS13616439","2022-11-01","2022-11-01","ESC_CB2593AA",NA,38,"ST38 Cplx","D",NA,4,26,2,25,5,5,19
"ESC_CB2594AA","DTU_2020_1001705_1_SI_CYP_NIC_035","ERR10441627;ILLUMINA;Paired;;ERX9967155;SRA","Human","Human","Homo Sapiens; swab (cavity)",2020,3,3,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504081","ERS13616443","2022-11-01","2022-11-01","ESC_CB2594AA",NA,2973,"","",NA,6,95,158,56,11,8,41
"ESC_CB2595AA","DTU_2020_1001676_1_SI_CYP_NIC_006","ERR10441622;ILLUMINA;Paired;;ERX9967150;SRA","Human","Human","Homo Sapiens; swab (cavity)",2020,2,26,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504075","ERS13616437","2022-11-01","2022-11-01","ESC_CB2595AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_CB2596AA","DTU_2020_1001686_1_SI_CYP_NIC_016","ERR10441620;ILLUMINA;Paired;;ERX9967148;SRA","Human","Human","Homo Sapiens; aspirate",2020,3,5,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504083","ERS13616445","2022-11-01","2022-11-01","ESC_CB2596AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_CB2597AA","DTU_2020_1001735_1_SI_CYP_NIC_065","ERR10441619;ILLUMINA;Paired;;ERX9967147;SRA","Human","Human","Homo Sapiens; blood",2020,2,28,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB56918","ERP141886",NA,"SAMEA111504076","ERS13616438","2022-11-01","2022-11-01","ESC_CB2597AA",NA,361,"","A",NA,10,99,5,91,8,7,2
"ESC_HB0720AA","SAMEA113970987","ERR11640930;ILLUMINA;Paired;;ERX11042912;SRA","Poultry","Poultry","Gallus gallus",2018,1,1,NA,"Europe","Cyprus",NA,NA,NA,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,"PRJEB63535","ERP148677",NA,"SAMEA113970987","ERS15962895","2023-09-17","2023-09-16","ESC_HB0720AA",NA,224,"","AxB1",NA,6,4,33,16,11,8,6
